,pred,gt
291,JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG ZWEITE NOVEMBER,JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG ZWEITE OKTOBER
292,HAUPTSAECHLICH loc-REGION ZONE HEUTE NACHT STARK BEWOELKT,OST SUEDOST ZONE HEUTE NACHT STARK BEWOELKT
293,TAG EINS NUR EIN GRAD NORD SEE SONST MILD OST SUEDOST SECHSZEHN GRAD,TAG TEIL NUR EIN GRAD NORD SEE SONST MILD OST SUEDOST SECHSZEHN GRAD
294,MITTE SCHNEE GLATT KALT KOENNEN,KOENNEN REGEN GLATT KALT KOENNEN
295,NACHT FLUSS SUED TROCKEN IX ZONE KOENNEN REGEN TEILWEISE SCHNEE REGEN UMWANDELN GEFRIEREN,NORD FLUSS SUED TROCKEN IX ZONE KOENNEN REGEN TEILWEISE SCHNEE REGEN UMWANDELN GEFRIEREN
296,WEST SUEDWEST TIEF KOMMEN SCHAUER GEWITTER KOENNEN DEUTSCH WETTER DIENST WARNUNG,WEST SUEDWEST TIEF KOMMEN SCHAUER GEWITTER KOENNEN DEUTSCH WETTER DIENST WARNUNG
297,SKANDINAVIEN NOCH HOCH DRUCK KOMMEN,REGION NOCH HOCH DRUCK KOMMEN
298,BIS OSTERN WETTER ZUFRIEDEN MITTAG TEMPERATUR SUED WARM MEIN NICHT,ICH OSTERN WETTER ZUFRIEDEN MITTAG TEMPERATUR SUED WARM MEIN NICHT
299,MORGEN MORGEN WETTER SUPER NICHT-HABEN FUENF GRAD NORDOST MILD WO SUEDWEST FLUSS ZWOELF GRAD,AUCH MORGEN WETTER SUPER NICHT-HABEN FUENF GRAD NORDOST MILD WO SUEDWEST FLUSS ZWOELF GRAD
300,AUCH FRISCH BIS ZEHN GRAD SUEDOST AUCH,SONNE FRISCH BIS ZEHN GRAD SUEDOST AUCH
301,SUEDOST SEIN FREUNDLICH SONNE SAMSTAG SONNTAG DANN WECHSELHAFT IX REGEN BESONDERS SONNTAG KOENNEN STURM,SUEDOST SEIN FREUNDLICH SONNE SAMSTAG SONNTAG DANN WECHSELHAFT IX REGEN BESONDERS SONNTAG KOENNEN STURM
302,__EMOTION__ REGEN VERSCHWINDEN WIND STURM WEST KOMMEN,DANN REGEN VERSCHWINDEN WIND STURM WEST KOMMEN
303,AUCH SAMSTAG NAECHSTE GLEICH IX REGEN MEHR KUEHL,AUCH SAMSTAG NAECHSTE GLEICH IX KOMMEN MEHR KUEHL
304,JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH SECHSZEHN DREISSIG MAERZ,JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH EINS DREISSIG MAERZ
305,HOCH REGION BIS FREITAG MEISTENS WETTER FREUNDLICH SONNE TEMPERATUR STEIGEN,HOCH REGION BIS FREITAG MEISTENS WETTER FREUNDLICH SONNE TEMPERATUR STEIGEN
306,MOEGLICH REGEN ODER REGEN ODER GEWITTER,MOEGLICH REGEN ODER REGEN ODER GEWITTER
307,GUT ABEND LIEB ZUSCHAUER SONNE FRUEHLING WETTER MORGEN WARM WOHER WARM,GUT ABEND LIEB ZUSCHAUER IN-KOMMEND FRUEHLING WETTER MORGEN WARM WOHER WARM
308,LIEB ZUSCHAUER poss-EUCH GUT ABEND,LIEB ZUSCHAUER EUCH GUT ABEND
309,HEUTE NACHT TEMPERATUR MINUS FUENF NORD BIS PLUS DREI WEST FLUSS,HEUTE NACHT TEMPERATUR MINUS FUENF NORD BIS PLUS DREI WEST FLUSS
310,DEUTSCH LAND SUED ZWANZIG BIS SECHZIG LITER EIN QUADRATMETER ENORM VIEL,DEUTSCH LAND ZWISCHEN ZWANZIG BIS SECHZIG LITER EIN QUADRATMETER ENORM VIEL
311,HEUTE MINUS GRAD SEE MINUS DREI FLUSS,NACHT SECHS GRAD SEE MINUS DREI FLUSS
312,loc-SUED DANN SCHNEE SCHNEIEN DANN STURM WEHEN OST FRISCH WIND BERG KOENNEN STURM,BERG DANN SCHNEE SCHNEIEN DANN STURM WEHEN OST FRISCH WIND BERG KOENNEN STURM
313,JETZT WETTER WIE-AUSSEHEN SONNTAG ERSTE DEZEMBER WIE-AUSSEHEN ZEIGEN-BILDSCHIRM,JETZT WETTER MORGEN SONNTAG ZWOELF DEZEMBER WIE-AUSSEHEN ZEIGEN-BILDSCHIRM
314,BESONDERS __LEFTHAND__ REGION,BESONDERS OST SUED
315,MORGEN MEISTENS ZWEI BIS SECHS GRAD ABER BAYERN REGION BISSCHEN KALT MITTE REGION AUCH,MORGEN MEISTENS ZWEI BIS SECHS GRAD ABER BAYERN REGION BISSCHEN KALT MITTE REGION AUCH
316,JETZT WETTER WIE-AUSSEHEN MORGEN DIENSTAG ACHTE FEBRUAR,JETZT WETTER WIE-AUSSEHEN MORGEN DIENSTAG NEUNTE FEBRUAR
317,HEUTE NACHT NORD KLAR KLAR HIMMEL ENORM KALT,HEUTE NACHT NORD REGION KLAR HIMMEL ENORM KALT
318,SAMSTAG OST loc-REGION SONNE REGION ABWECHSELN SONNE WOLKE WEST NORDWEST MOEGLICH REGEN GEWITTER STARK,DIENSTAG OST REGION SONNE REGION ABWECHSELN SONNE WOLKE WEST NORDWEST MOEGLICH REGEN GEWITTER STARK
319,STURM VERSCHWINDEN SONNE ABWECHSELN WOLKE ABWECHSELN WIND SCHWACH WEHEN,ABEND VERSCHWINDEN SONNE ABWECHSELN WOLKE ABWECHSELN WIND SCHWACH WEHEN
320,WEHEN WEHEN SCHWACH MAESSIG BERG FRISCH WIND,WEHEN WIND SCHWACH MAESSIG BERG FRISCH WIND
321,GUT ABEND LIEB ZUSCHAUER SOMMER VIEL SCHNEE SCHNEIEN DEZEMBER TJA SELTEN BISHER WENN UEBER SICHT NULL FAST REGION DEUTSCHLAND REGION SCHNEE HABEN,GUT ABEND LIEB ZUSCHAUER SO VIEL SCHNEE ANFANG DEZEMBER TJA SELTEN BISHER WENN UEBER SICHT NULL FAST REGION DEUTSCHLAND REGION SCHNEE HABEN
322,WIND SCHWACH MAESSIG WEHEN SUEDOST HEUTE NACHT MOEGLICH NULL GRAD,WIND SCHWACH MAESSIG WEHEN SUEDOST HEUTE NACHT MOEGLICH NULL GRAD
323,JETZT WETTER MORGEN DIENSTAG SECHSTE APRIL,JETZT WETTER MORGEN DIENSTAG SECHSTE APRIL
324,GUT LAND SUED AUCH WARM KOMMEN,DEUTSCH LAND SUED MORGEN WARM KOMMEN
325,DOCH SCHWACH ZEIGEN,WIND SCHWACH WEHEN ZEIGEN-BILDSCHIRM
326,JETZT WIE-AUSSEHEN WETTER MORGEN MITTWOCH EINS ZWANZIG OKTOBER,JETZT WIE-AUSSEHEN WETTER MORGEN MITTWOCH EINS ZWANZIG OKTOBER
327,FUENFZEHN GRAD REGION SAUER LAND NUR SECHS GRAD REGION SIEBEN ZWANZIG BIS ACHT ZWANZIG GRAD,FUENFZEHN GRAD REGION SAUER LAND NUR SECHS GRAD REGION SIEBEN ZWANZIG BIS ACHT ZWANZIG GRAD
328,HEUTE SYLT DREIZEHN GRAD MITTE BERG TAL NULL GRAD,NACHT SYLT DREIZEHN GRAD MITTE BERG TAL NULL GRAD
329,SAMSTAG NORD SCHAUER REGION FREUNDLICH SUED IM-VERLAUF REGEN,SAMSTAG NORD SCHAUER REGION FREUNDLICH SUED IM-VERLAUF REGEN
330,NORDRAUM FRISCH WEHEN SCHNEE WITTERUNG JETZT SCHOEN ABEND TSCHUESS,WIND KOMMEN DANN SCHNEE WITTERUNG JETZT SCHOEN ABEND TSCHUESS
331,HEUTE RUEGEN GRAD SEE MINUS VIER BERG IX,NACHT FUENF GRAD SEE MINUS VIER BERG IX
332,IN-KOMMEND REGION MEHR MEISTENS WOLKE BESONDERS KUESTE IX MEHR REGEN,REST REGION MEHR MEISTENS WOLKE BESONDERS KUESTE IX MEHR REGEN
333,MITTWOCH ALLE GUT SONNE SCHOEN SECHSZEHN BIS FUENF ZWANZIG GRAD,MITTWOCH ALLE GUT SONNE SCHOEN SECHSZEHN BIS FUENF ZWANZIG GRAD
334,ABEND FLUSS WEST REGION MOEGLICH REGEN WIND WEHEN MAESSIG WEHEN,ABEND FLUSS WEST REGION MOEGLICH REGEN WIND WEHEN MAESSIG WEHEN
335,AUCH DURCHGEHEND DAUER REGEN NACHT SUED DEUTSCHLAND REGEN AUCH STRASSE DANN GLATTEIS,LEIDER DURCHGEHEND DAUER REGEN NACHT SUED DEUTSCHLAND REGEN AUCH STRASSE DANN GLATTEIS
336,DESWEGEN NAECHSTE WOCHE KOMMEN IM-VERLAUF NACHT NORD WOLKE BISSCHEN REGEN,DESWEGEN NAECHSTE WOCHE KOMMEN IM-VERLAUF NACHT NORD WOLKE BISSCHEN REGEN
337,MORGEN VIELLEICHT P BIS L SITZ ZONE ABER LUFT DOCH FEUCHT NORDWEST,NACHT VIELLEICHT P BIS L SITZ ZONE ABER LUFT DOCH FEUCHT NORDWEST
338,__EMOTION__ IX KUEHL,WOCHENENDE MEHR KUEHL
339,ABER UEBER FUENFHUNDERT SECHSHUNDERT METER SCHNEE SCHNEIEN SCHOEN ABEND MACHEN EUCH GUT,ABER UEBER FUENFHUNDERT SECHSHUNDERT METER SCHNEE SCHNEIEN SCHOEN ABEND MACHEN EUCH GUT
340,MORGEN TEMPERATUR GLEICH OST VIER GRAD MILD ACHT BIS NEUN GRAD,ANDERE TEMPERATUR GLEICH OST VIER GRAD MILD ACHT BIS NEUN GRAD
341,WIND STARK WEHEN STURM SCHNEE WEHEN KOENNEN,KUESTE STARK WEHEN STURM SCHNEE WEHEN KOENNEN
342,MORGEN SCHNEE DABEI SCHNEE WARUM HEUTE NACHT KALT ZEIGEN-BILDSCHIRM LEICHT FROST MINUS EINS BIS MINUS VIER NUR WEST FROST KEIN,AUCH SCHNEE DABEI SCHNEE WARUM HEUTE NACHT KALT ZEIGEN-BILDSCHIRM LEICHT FROST MINUS EINS BIS MINUS VIER NUR WEST FROST KEIN
343,MORGEN TEIL UEBERWIEGEND WOLKE TEIL SONNE OST UEBERWIEGEND MEHR SONNE DABEI,MORGEN TEIL UEBERWIEGEND WOLKE TEIL SONNE OST UEBERWIEGEND MEHR SONNE DABEI
344,WETTER MEISTENS TROCKEN MORGEN HAUPTSAECHLICH WOLKE VERSCHWINDEN IX SONST REGION HAUPTSAECHLICH REGEN,SUEDOST MEISTENS TROCKEN MORGEN HAUPTSAECHLICH WOLKE VERSCHWINDEN IX SONST REGION HAUPTSAECHLICH REGEN
345,MORGEN NICHTALP-AUCH ABER KUEHL HEUTE NORDWEST KUEHL LEICHT BODEN FROST,REGEN NICHTALP-AUCH ABER KUEHL HEUTE NORDWEST KUEHL LEICHT BODEN FROST
346,WIND SCHWACH SCHWACH MAESSIG WENN GEWITTER WIND KOENNEN,WIND MAESSIG SCHWACH REGION WENN GEWITTER WIND KOENNEN
347,MORGEN HOCH ZWISCHEN DREIZEHN REGION GRAD GRUND FOEHN GAENSEFUSS,MORGEN NEUN GRAD DREIZEHN REGION GRAD GRUND FOEHN GAENSEFUSS
348,MORGEN MORGEN MITTE DEUTSCH LAND KOMMEN TAG IX REGEN AUCH KOMMEN OST,BIS MORGEN MITTE DEUTSCH LAND KOMMEN TAG IX REGEN AUCH KOMMEN OST
349,SUEDOST REGEN VIEL IX REGEN KOENNEN BESONDERS NORD TAG DANN WEST FREUNDLICH SONNE DABEI,SUEDOST REGEN VIEL IX REGEN KOENNEN BESONDERS NORD TAG DANN WEST FREUNDLICH SONNE DABEI
350,MORGEN VIER REGION SUEDWEST IX VIER ZWANZIG GRAD PASSEN FAST WIE SOMMER,MORGEN DREIZEHN REGION SUEDWEST IX VIER ZWANZIG GRAD PASSEN FAST WIE SOMMER
351,IM-VERLAUF OBER FLUSS HOCH FLUSS FROST AUCH SCHNEE KOMMEN BLEIBEN IM-VERLAUF,AUCH OBER FLUSS HOCH FLUSS FROST AUCH SCHNEE KOMMEN BLEIBEN IM-VERLAUF
352,MORGEN WETTER WIE-AUSSEHEN __PU__ ERSTE NOVEMBER,MORGEN WETTER WIE-AUSSEHEN MITTWOCH ZEHNTE NOVEMBER
353,NORDWEST REGEN ODER SCHNEE VORSICHT GLATT KOENNEN,NORDWEST REGEN ODER SCHNEE VORSICHT GLATT KOENNEN
354,BESONDERS NORDWEST NACHMITTAG KOMMEN FLUSS REGION DANN WAHRSCHEINLICH ABEND,BESONDERS NORDWEST NACHMITTAG KOMMEN FLUSS REGION DANN WAHRSCHEINLICH ABEND
355,HALLO GUT ABEND WINTER SCHON HABEN MITTE BERG SCHON WEISS BODEN,HALLO GUT ABEND WINTER SCHON HABEN MITTE BERG SCHON WEISS BODEN
356,FREITAG BISSCHEN VERSCHWINDEN BISSCHEN VERSCHWINDEN NORD BISSCHEN REGEN BISSCHEN STELLENWEISE VIERZEHN GRAD UNGEFAEHR,FREITAG BISSCHEN VERSCHWINDEN BISSCHEN VERSCHWINDEN NORD BISSCHEN REGEN BISSCHEN STELLENWEISE VIERZEHN GRAD UNGEFAEHR
357,NACHT BISSCHEN REGEN NEBEL AUCH NAEHE FLUSS UND ALPEN AUCH MOEGLICH NEBEL,NORDOST BISSCHEN REGEN NEBEL AUCH NAEHE FLUSS UND ALPEN AUCH MOEGLICH NEBEL
358,WENN NULL GRAD BISSCHEN BEWOELKT ACHTZEHN GRAD FLUSS IX,TAG ZEHN GRAD BISSCHEN BEWOELKT ACHTZEHN GRAD FLUSS IX
359,EINS ZWANZIG FLUSS SONNTAG VIEL WOLKE REGEN,EINS ZWANZIG FLUSS SONNTAG VIEL WOLKE REGEN
360,JETZT WETTER WETTER MORGEN DONNERSTAG VIER ZWANZIG NOVEMBER,JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG VIER ZWANZIG NOVEMBER
361,JETZT WETTER MORGEN MORGEN DONNERSTAG FUENFTE OKTOBER,JETZT WETTER WIE-AUSSEHEN MORGEN DONNERSTAG VIERTE OKTOBER
362,DIENSTAG JETZT OST KOMMEN SCHWUEL LUFT AUFZIEHEN NEU KOMMEN REGEN ABER MEHR ANGENEHM NASE LUFT,ABER JETZT OST KOMMEN SCHWUEL LUFT AUFZIEHEN NEU KOMMEN REGEN ABER MEHR ANGENEHM NASE LUFT
363,NORD NACHT MOEGLICH SCHNEE NORD SUEDOST ABER KALT,HEUTE NACHT MEHR SCHNEE NORD SUEDOST ABER KALT
364,WETTER WIE-AUSSEHEN MORGEN SONNTAG SECHS SEPTEMBER,WETTER WIE-AUSSEHEN MORGEN SONNTAG SECHS SEPTEMBER
365,NACHT NULL BIS ZEHN FLUSS BIS SIEBEN GRAD NORD SIEBEN GRAD,NACHT NULL BIS ZEHN FLUSS BIS SIEBEN GRAD NORD SIEBEN GRAD
366,__EMOTION__ IN-KOMMEND ENORM WINTER FREITAG SCHNEE REGION,DANN WOCHENENDE ENORM WINTER FREITAG SCHNEE REGION
367,HEUTE LAND DIENST WARNUNG NORDWEST IX AUCH KOMMEN SONNE MEISTENS,DEUTSCH WETTER DIENST WARNUNG NORDWEST IX AUCH KOMMEN SONNE MEISTENS
368,MOEGLICH FLUSS SUED MOEGLICH SONNE,REGEN FLUSS SUED MOEGLICH SONNE
369,LIEB ZUSCHAUER GUT ABEND,LIEB ZUSCHAUER GUT ABEND
370,MITTWOCH WOLKE AUFLOESEN WOLKE BEWOELKT HABEN,DONNERSTAG NEBEL AUFLOESEN WOLKE BEWOELKT HABEN
371,HEUTE MORGEN NOCH REGEN IX SCHAUER NORD GEWITTER,BERG MORGEN NOCH REGEN IX SCHAUER NORD GEWITTER
372,JETZT WIE-AUSSEHEN MORGEN MONTAG EINS ZWANZIG FEBRUAR,WETTER WIE-AUSSEHEN MORGEN MONTAG EINS ZWANZIG FEBRUAR
373,UNWETTER AUCH TEIL IX REGEN,NORDWEST AUCH TEIL IX REGEN
374,REGION LUFT TIEF KOMMEN DANN SONNTAG SCHNEE REGEN GEFRIEREN,REGION LUFT TIEF KOMMEN DANN SONNTAG SCHNEE REGEN GEFRIEREN
375,MITTWOCH SONNE WOLKE NUR WEST SCHNEE REGEN MISCHUNG DANN BEISEITE,MITTWOCH SONNE NICHT NUR WEST SCHNEE REGEN MISCHUNG DANN BEISEITE
376,SONST ORIENTIEREN ZWEIFEL WARM KALT UNSICHER,ICH ORIENTIEREN ZWEIFEL WARM KALT UNSICHER
377,WEST ANDERS MILD HINREICHEND HEUTE NACHT HINREICHEND SCHNEE VIELLEICHT BIS REGEN DABEI,REGION ANDERS MILD HINREICHEND HEUTE NACHT HINREICHEND SCHNEE VIELLEICHT BIS REGEN DABEI
378,SAMSTAG SONNTAG loc-REGION REGEN ABER GLEICH ZEIT WIND,SAMSTAG NORD SUEDOST REGEN ABER GLEICH ZEIT WIND
379,JETZT WETTER VORAUS MORGEN FREITAG VIER ZWANZIG DEZEMBER,JETZT WETTER VORAUSSAGE MORGEN FREITAG VIER ZWANZIG DEZEMBER
380,DIENSTAG RUHIG TROCKEN WETTER,DIENSTAG RUHIG TROCKEN WETTER
381,SONNTAG WARNUNG DANACH VERDICHTEN WOLKE VERDICHTEN ANFANG REGEN,NORD NORDWEST DANACH VERDICHTEN WOLKE VERDICHTEN ANFANG REGEN
382,LUFT IN-KOMMEND LETZTE REGEN SUED VERSCHWINDEN IX NEU REGEN KOMMEN,UND IN-KOMMEND LETZTE REGEN SUED VERSCHWINDEN IX NEU REGEN KOMMEN
383,NICHTALP-KEIN HABEN REGION HABEN NACHT MOEGLICH BISSCHEN REGEN BESONDERS NORDWEST REGEN NORD SEE IX AUCH NACHT IX EIFEL BERG AUCH BERG,NICHTALP-KEIN HABEN REGION HABEN NACHT MOEGLICH BISSCHEN REGEN BESONDERS NORDWEST REGEN NORD SEE IX AUCH NACHT IX EIFEL BERG AUCH BERG
384,AUCH BISSCHEN REGEN ABEND AUFLOESEN EIN-PAAR HARMLOS NEBEL DANN KLAR,NORDOST BISSCHEN SCHAUER ABEND AUFLOESEN EIN-PAAR HARMLOS NEBEL DANN KLAR
385,IN-KOMMEND SONNTAG __LEFTHAND__ SONNE WOLKE STELLENWEISE REGEN,NAECHSTE SONNTAG OST SONNE WOLKE STELLENWEISE REGEN
386,MORGEN SONNE SONNE SPEZIELL ALPEN MAL BISSCHEN SCHNEE NORD MEHR STARK SCHNEE,MORGEN MAL SONNE SPEZIELL ALPEN MAL BISSCHEN SCHNEE NORD MEHR STARK SCHNEE
387,JETZT JETZT WETTER MORGEN DIENSTAG SIEBEN ZWANZIG JANUAR,UND JETZT WETTER MORGEN DIENSTAG SECHS ZWANZIG JANUAR
388,UND DAZU STURM NORD KUESTE STURM,UND DAZU STURM NORD KUESTE STURM
389,AUCH WARM LUFT TATSAECHLICH WARM HEISS NAECHSTE-WOCHE KUEHL,DAZU WARM LUFT TATSAECHLICH WARM HEISS NAECHSTE-WOCHE KUEHL
390,AUCH NEBEL REGEN BISSCHEN LETZTE REGEN,SUED BISSCHEN WOLKE ALPEN LETZTE REGEN
391,MONTAG MEHR SONNE WEST SCHAUER GEWITTER,MONTAG WEITER SONNE WEST SCHAUER GEWITTER
392,MONTAG AUCH WECHSELHAFT UND MEHR KUEHL,MONTAG AUCH WECHSELHAFT UND MEHR KUEHL
393,HEUTE TEMPERATUR VIER BIS NEUN MORGEN DREI BIS NEUN HOCH BIS ZEHN BIS VIERZEHN,NACHT TEMPERATUR VIER BIS NEUN MORGEN DREI BIS NEUN HOCH BIS ZEHN BIS VIERZEHN
394,TAG EINS ZWANZIG GRAD SYLT IX UND NEUN ZWANZIG GRAD REGION UND REGION,TAG EINS ZWANZIG GRAD SYLT IX UND NEUN ZWANZIG GRAD REGION UND REGION
395,IN-KOMMEND BLEIBEN LUFT DRUCK HOCH KOMMEN BEDEUTEN NEBEL HIMMEL UND SONNE MISCHUNG,IN-KOMMEND BLEIBEN LUFT DRUCK HOCH KOMMEN BEDEUTEN NEBEL HIMMEL UND SONNE MISCHUNG
396,JETZT WETTER WIE MORGEN SONNTAG SIEBTE OKTOBER,JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG SIEBTE OKTOBER
397,HEUTE NACHT KLAR STERN STERN KOENNEN SEHEN MORGEN HAUPTSAECHLICH,HEUTE NACHT KLAR HIMMEL STERN KOENNEN SEHEN MORGEN HAUPTSAECHLICH
398,DIENSTAG REGION BEWOELKT FREUNDLICH,OST WOLKE BEWOELKT FREUNDLICH
399,SUED WAHRSCHEINLICH HOCH DRUCK RUHIG FREUNDLICH HERBST,SUED WAHRSCHEINLICH HOCH DRUCK RUHIG FREUNDLICH HERBST
400,MORGEN cl-KOMMEN SUEDOST HOCH LUFT DRUCK NORDWEST BEWOELKT LUFT KALT LUFT KOMMEN,TIEF SUED SUEDOST HOCH LUFT DRUCK NORDWEST BEWOELKT LUFT KALT LUFT KOMMEN
401,WIND WIND WOANDERS IX DANN GEWITTER STURM MAESSIG HEUTE NACHT REGION ZWANZIG GRAD,GEWITTER NAEHE WOANDERS IX DANN GEWITTER STURM MAESSIG HEUTE NACHT REGION ZWANZIG GRAD
402,TEMPERATUR IN-KOMMEND MEHR,TEMPERATUR IN-KOMMEND MEHR
403,DONNERSTAG REGEN ERST FREITAG ABEND SUED KOMMEN REGEN BESONDERS NORDWEST MEHR WIND TEMPERATUR BISSCHEN STEIGEN WARM,ABER REGEN ERST FREITAG ABEND SUED KOMMEN REGEN BESONDERS NORDWEST MEHR WIND TEMPERATUR BISSCHEN STEIGEN WARM
404,BERG REGEN BERG REGEN TEILWEISE UMWANDELN SCHNEE SCHNEIEN SCHOEN WO MEER REGION,SAMSTAG REGEN BERG REGEN TEILWEISE UMWANDELN SCHNEE SCHNEIEN SCHOEN WO MEER REGION
405,MORGEN NORD SIEBEN ACHTZEHN BIS SECHS ZWANZIG LAND,MORGEN WERT EIFEL ACHTZEHN BIS SECHS ZWANZIG LAND
406,ORT-PLUSPLUS AUCH SCHNEE REST REGION SONNE WOLKE NUR ORT BISSCHEN REGEN,MEER AUCH SCHNEE REST REGION SONNE WOLKE NUR ORT BISSCHEN REGEN
407,JETZT WETTER WIE-AUSSEHEN WETTER WIE-AUSSEHEN,JETZT WETTER MORGEN WETTER WIE-AUSSEHEN
408,TAG OST SUEDOST MOEGLICH LANG REGEN UEBER UNGEFAEHR SECHSHUNDERT METER,NORD OST SUEDOST MOEGLICH LANG REGEN UEBER UNGEFAEHR SECHSHUNDERT METER
409,IX AUCH WIND DABEI TEMPERATUR FUENF BIS UNGEFAEHR DREIZEHN GRAD REGION,IX AUCH WIND DABEI TEMPERATUR FUENF BIS UNGEFAEHR DREIZEHN GRAD REGION
410,SUED SCHWACH WEHEN IX MAESSIG WEHEN,SUED SCHWACH WEHEN IX MAESSIG WEHEN
411,FREITAG WOLKE MANCHMAL SONNE BISSCHEN IX S+H IX REGEN,NORDWEST WOLKE MANCHMAL SONNE BISSCHEN IX S+H IX REGEN
412,KLAR BAYERN WEST AUS FUENF ZWANZIG VIERZEHN BIS ACHTZEHN GRAD,TEILWEISE BAYERN WEST AUS FUENF ZWANZIG VIERZEHN BIS ACHTZEHN GRAD
413,HEUTE NACHT SECHS EINS NORD MITTE MINUS EINS ZWANZIG GRAD,HEUTE NACHT MINUS ZWEI NORD MITTE MINUS EINS ZWANZIG GRAD
414,TAG ACHT REGION LEIPZIG ACHTZEHN GRAD ZONE,ROSTOCK ACHT REGION LEIPZIG ACHTZEHN GRAD ZONE
415,NORD OST SUED HEUTE NACHT TROCKEN AUCH KLAR DANN TEIL REGION SCHAUER MORGEN MEISTENS WOLKE,WETTER OST SUED HEUTE NACHT TROCKEN AUCH KLAR DANN TEIL REGION SCHAUER MORGEN MEISTENS WOLKE
416,NORDRAUM MEISTENS UEBERWIEGEND TROCKEN IX SONNE SCHAUER NORDWEST DANN GEWITTER,SAMSTAG SUEDWEST UEBERWIEGEND TROCKEN IX SONNE SCHAUER NORDWEST DANN GEWITTER
417,AUCH loc-NORDWEST WIND KOMMEN SONST SCHNEE WENIGER,AUCH DAZU WIND KOMMEN SONST SCHNEE WENIGER
418,SUED ALPEN IX UND TEIL WAHRSCHEINLICH BISSCHEN NEBEL,KOMMEN ALPEN IX UND TEIL WAHRSCHEINLICH BISSCHEN NEBEL
419,MORGEN MEHR WARM IX ALS HEUTE VIERZEHN BIS NEUNZEHN GRAD KOENNEN,MORGEN MEHR WARM IX ALS HEUTE VIERZEHN BIS NEUNZEHN GRAD KOENNEN
420,TAG WEST WARM STEIGEN KUESTE BISSCHEN WOLKE ABER NICHT-REGEN NICHT-HABEN,TAG BESSER WARM STEIGEN KUESTE BISSCHEN WOLKE ABER NICHT-REGEN NICHT-HABEN
421,IX MINUS EINS WIE-AUSSEHEN IN-KOMMEND SAMSTAG SCHNEE SCHNEIEN BESONDERS NORD WAHRSCHEINLICH SONNE,NORDOST MINUS EINS WIE-AUSSEHEN IN-KOMMEND SAMSTAG SCHNEE SCHNEIEN BESONDERS NORD WAHRSCHEINLICH SONNE
422,WENN HIMMEL KLAR DOCH MEISTENS KALT FROST,WENN HIMMEL KLAR DOCH MEISTENS KALT FROST
423,NORDRAUM REGEN ODER,NORDWEST REGEN KOMMEN
424,FREITAG BESONDERS WAHRSCHEINLICH REGEN SUEDOST SCHNEE KOENNEN BESONDERS NORDWEST WIND STARK,FREITAG AUCH WAHRSCHEINLICH REGEN SUEDOST SCHNEE KOENNEN BESONDERS NORDWEST WIND STARK
425,DIENSTAG NORD SUED ALPEN SCHAUER KOENNEN DANN SONNE WOLKE WECHSELHAFT SUEDWEST HAUPTSAECHLICH SONNE,TAG BESONDERS NORDOST ALPEN SCHAUER KOENNEN DANN SONNE WOLKE WECHSELHAFT SUEDWEST HAUPTSAECHLICH SONNE
426,MOEGLICH HEUTE NACHT FROST GLATT VORSICHT FLUSS MOEGLICH PLUS ACHT,MOEGLICH HEUTE NACHT FROST GLATT VORSICHT FLUSS MOEGLICH PLUS ACHT
427,NORDRAUM DEUTSCH LAND BISSCHEN FEUCHT KOMMEN IX MOEGLICH SCHAUER GEWITTER WAHRSCHEINLICH,SUEDWEST DEUTSCH LAND BISSCHEN FEUCHT KOMMEN IX MOEGLICH SCHAUER GEWITTER WAHRSCHEINLICH
428,MORGEN NICHT-KAUM SONNE BESONDERS NORD REGEN KOENNEN,REGION NICHT-KAUM SONNE BESONDERS NORD REGEN KOENNEN
429,MITTWOCH SUED NORD BISSCHEN REGEN SONST REGION FREUNDLICH,MITTWOCH SUED NORD BISSCHEN REGEN SONST REGION FREUNDLICH
430,HEUTE KLAR MOEGLICH NEBEL NORD MORGEN UEBERWIEGEND WOLKE TROPFEN SPAETER VERSCHWINDEN,WENN KLAR MOEGLICH NEBEL NORD MORGEN UEBERWIEGEND WOLKE TROPFEN SPAETER VERSCHWINDEN
431,MITTWOCH WIND KOENNEN STURM REGEN DONNERSTAG TEMPERATUR VERRINGERN BERG WIEDER SCHNEE,MITTWOCH WIND KOENNEN STURM REGEN DONNERSTAG TEMPERATUR VERRINGERN BERG WIEDER SCHNEE
432,WOCHE DANN HOCH KOMMEN WARM MITTE NORD HEUTE NACHT BISSCHEN REGEN IX TAG,WOCHE DANN HOCH KOMMEN WARM MITTE NORD HEUTE NACHT BISSCHEN REGEN IX TAG
433,AUCH WARM GEWITTER DEUTSCH WETTER DIENST WARNUNG SCHON FERTIG BEKANNTGEBEN,IM-MOMENT DOCH GEWITTER DEUTSCH WETTER DIENST WARNUNG SCHON FERTIG BEKANNTGEBEN
434,HOCH KOMMEN OST KOMMEN ES-BEDEUTET MORGEN FREUNDLICH WETTER,HOCH KOMMEN OST KOMMEN ES-BEDEUTET MORGEN FREUNDLICH WETTER
